2016-10-26,5
2016-10-27,12
2016-10-28,7
2016-10-29,9
2016-10-30,11
2016-10-31,7
2016-11-1,2
2016-11-3,3
2016-11-4,6
2016-11-5,3
2016-11-6,5
2016-11-7,7
2016-11-8,5
2016-11-9,7
2016-11-10,7
2016-11-11,3
2016-11-12,3
2016-11-13,9
2016-11-14,8
2016-11-15,4
2016-11-16,7
2016-11-17,2
2016-11-18,6
2016-11-19,1
2016-11-20,7
2016-11-21,10
2016-11-22,11
2016-11-23,8
2016-11-24,12
2016-11-25,11
2016-11-26,8
2016-11-27,4
2016-11-28,8
2016-11-29,4
2016-11-30,2
2016-12-1,1
2016-12-2,3
2016-12-3,1
2016-12-4,2
2016-12-5,1
2016-12-6,4
2016-12-8,1
2016-12-9,4
2016-12-10,2
2016-12-11,6
2016-12-12,2
2016-12-13,1
2016-12-14,1
2016-12-15,1
2016-12-16,5
2016-12-19,5
2016-12-21,1
2016-12-22,2
2016-12-23,2
2016-12-24,2
2016-12-25,2
2016-12-26,5
2016-12-27,3
2016-12-28,3
2016-12-29,2
